262,2018/01/19,Trans-Caledon Tunnel Authority,"Repair and rehabilitation
activities during Defect
Notification Period","Aveng (Africa) Ltd/Umbutho Civil
and Electrical JV","Excessive rain resulted in erosion
damage to sections of the pipeline
servitude",639 563 263.40,8 000 000.00,29 810 680.00,2018/01/15,Not Supported,Not stated,Not stated
263,2018/02/14,Trans-Caledon Tunnel Authority,"Technical support for the
Environmental Impact
Assessment for MCWAP 2A",Moloko Crocodile Consultant,"TCTA directed by DWS to
finalise the planning process as
part of MCWAP 2Q projects cost.",268 000 000.00,5 387 460.00,70 094 425.00,2018/02/05,Not Supported,Not stated,Not stated
264,2018/02/26,Transnet,Security Services,"Hlanganani Protection Services
(Pty) Ltd, Mjayeli Security
Services (Pty) Ltd &",Continuity of service,142 982 088,54 369 757,42 077 728,2018/02/26,Supported,2018/01/03,2018/05/01
265,2018/02/27,Transnet,Physical Security,"Isidingo Security, Marshal Nights
and Afri-Guar",Continuity of service,735 583 561,196 913 044,819 104 510,2018/02/26,Supported,2018/03/01,2018/05/01
266,2018/02/27,Transnet,"Freight Security & Equestrian
Services",Afriguard& Siqobile,Continuity of service,102 831 138.44,14 699 301.39,9 378 451.83,2018/02/26,Supported,2018/03/01,2018/06/01
267,2018/02/20,Transnet,Forensic Services,"Ernest & Young; Nexus; UBAC
and Ligwa",Continuity of service,37 983 103,30 016 897,12 000 000,2017/12/11,Supported,2018/01/04,Not indicated
268,2018/01/26,UIF,"Adobe support and maintenance
license",Internet Filling,Continuity of service,43 217 405.00,1 311 733.78,1 219 873.36,2017/12/20,"Within AA /AO
mandate",2018/01/19,12 months
269,2018/02/21,USAASA,Lease of office space,Redefine Properties,Continuity of service,14 769 213.40,2 120 670.64,8 199 764.09,2018/02/20,Not Supported,2018/02/01,2018/07/31
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,Expansions,,,Quarter 4: Jan - Mar 2018,,,,,,
,Date Received,Department / Entry,Project Description,Supplier,Reason for Extension,"Original Contract
Value","Value of Contract
Extension","Value of Previous
Extensions","Award /
Recommendation
Date",Support Status,"Contract Start
Date",Contract End Date
