row_number,quarter,date_received_by_gmc,entity_department,project_description,supplier_service_provider,value_of_deviation,reason_for_deviation,award_by_ao_aa_date,contract_start_date,contract_expiry,status,award_by_ao_aa_date,contract_start_date,contract_expiry,status,supported,rollover_or_new
274,Q4 2022/23,2022/12/22,"The South African National Roads
Agency SOC Ltd (SANRAL)","Road Maintenance Of National Route
R58 Section 1 From Colesberg (Km
0,00) To Northern Cape/Eastern Cape
Border (Km 36,96), National Route
R389 Section 2 From
Emthanjeni/Renosterberg Border (Km
43,55) To Phillipstown (Km 72,13),
National Route R48 Sections 3 To 4
From Phillipstown (Km0,00) To R369
I/S (Km 15,10), National Route R369
Section 2 From R369 I/S (Km 0,00)
TToh eR Eemnoesrtgeerbnecyrg/U/Trhgeemntb Perliohcleu rBeomrednert",RAINBOW CIVILS CC,"R11 643 965,00",emergency procurement,2022/12/22,Not stated,Not stated,,2022/12/22,Not stated,Not stated,,Noting,New
275,Q4 2022/23,2022/12/22,"The South African National Roads
Agency SOC Ltd (SANRAL)","Of Service Providers For The Routine
Road Maintenance Of National Route
R325 Section 2 From The N14/R325
I/S (Km 0,00) To Postmasburg (Km
50,87); National Route R385 Section
3 From Postmasburg (Km 0,00) To
Danielskuil (Km 51,40); And National
Route R31 Section 5 To 6 From
Kgatelopele/Ga-Segonyana Border
(FKomr F 4lo7o,9d0 R) eTpoa Kirgsa Tteol oTpheele M/D4i kgatlong",RAZZMATAZZ CIVIL (PTY) LTD,"R4 384 315,00",emergency procurement,2022/12/22,Not stated,Not stated,,2022/12/22,Not stated,Not stated,,Noting,New
276,Q4 2022/23,2022/12/22,"The South African National Roads
Agency SOC Ltd (SANRAL)","Roadway Between La Mercy And
DCeosnasiunlatingegr E ngineering Services For",BOSCH ULWAZI (PTY) LTD,"R19 389 301,30",emergency procurement,2022/12/22,Not stated,Not stated,,2022/12/22,Not stated,Not stated,,Noting,New
277,Q4 2022/23,2022/12/22,"The South African National Roads
Agency SOC Ltd (SANRAL)","The Flood Repairs To Main Road
P398/2 From Boy’s Town To
WFoer sCtbornosoukl tBinega Echngineering Services",NAIDU CONSULTING (PTY) LTD,"R30 860 495,34",emergency procurement,2022/12/22,Not stated,Not stated,,2022/12/22,Not stated,Not stated,,Noting,New
278,Q4 2022/23,2022/12/22,"The South African National Roads
Agency SOC Ltd (SANRAL)","For The Emergency Repairs To Main
Road P2-2 Between Fairbreeze And
Groutville",VST Consulting Engineers,"R12 967 272,35",emergency procurement,2022/12/22,Not stated,Not stated,,2022/12/22,Not stated,Not stated,,Noting,New
279,Q4 2022/23,2022/12/22,"The South African National Roads
Agency SOC Ltd (SANRAL)","For Consulting Engineering Services
For Flood Repairs At The Nonoti River
Bridge, Doesburg, On The P107",VST CONSULTING ENGINEERS (PTY) LTD,"R5 894 559,03",emergency procurement,2022/12/22,Not stated,Not stated,,2022/12/22,Not stated,Not stated,,Noting,New
280,Q4 2022/23,2022/12/22,"The South African National Roads
Agency SOC Ltd (SANRAL)","Consulting Engineering Services For
Flood Repairs To The Mhlali River
BForird gCeo nOsnu lTtihneg PE1n0g3in eAet rKinmg S7,e3rvices",MAKHAOTSE NARASIMULU & ASSOCIATES,"R31 108 490,38",emergency procurement,2022/12/22,Not stated,Not stated,,2022/12/22,Not stated,Not stated,,Noting,New
281,Q4 2022/23,2022/12/22,"The South African National Roads
Agency SOC Ltd (SANRAL)","For The Construction Monitoring Of
The Emergency Repairs To
Embankment And Pavement Failures
On National Route 2 Section 24 At
Km 19,00","MAKHAOTSE, NARASIMULU AND ASSOCIATES","R5 192 631,23",emergency procurement,2022/12/22,Not stated,Not stated,,2022/12/22,Not stated,Not stated,,Noting,New
282,Q4 2022/23,2023/01/04,Railway Safety Regulator (RSR),Training services,The Ethics Institute,"R57 120,00",Provision of contracSto plero Pfirlionvgid seerrvices directly from,2022/12/06,Not stated,Not stated,,2022/12/06,Not stated,Not stated,,Noting,New
283,Q4 2022/23,2023/01/04,Railway Safety Regulator (RSR),TV marketing platform,PRASA,"R600 001,46","PRASA in line with the proposed Memorandum of
Understanding (MOU) between the two parties, The
MOU will be for a period of 16 months and will see the
RSR post messages on the PRASA Transit TV
marketing platforms,This will help to create awareness
of the RSR mandate on safety and also create
aTwhaer eRnSeRss w reillg baerd hinogs ttion gR tShRe Ianmteornnagt itoranianl cRoamil mSaufteetrys ,",2022/12/12,Not stated,Not stated,,2022/12/12,Not stated,Not stated,,Noting,New
284,Q4 2022/23,2023/01/04,Railway Safety Regulator (RSR),IRSC 2023 Conference Venue,Century City Conference Centre,"R3 632 337,75","Conference in South Africa next year in 2023 which is
an international forum that brings together railway
safety professionals from all over the world to
exchange information, experiences, and lessons for
improving railway safety, The venue has to abide by
the IRSC hosting guidelines as per the memo and after
the committee members conducted the site inspection
on various conference venues it was decided that the
venue suitable to host the IRSC and which is available
on the proposed dates is Century City Conference
The RSR wCilel nbetr eh oasntdin igt' st haed jIencteernnta htiootnealsl ,Rail Safety",2022/12/14,Not stated,Not stated,,2022/12/14,Not stated,Not stated,,Noting,New
285,Q4 2022/23,2023/01/04,Railway Safety Regulator (RSR),IRSC 2023 Hotel Accommodation,The Marriot Crystal Towers,"R749 925,00","Conference in South Africa next year in 2023 which is
an international forum that brings together railway
safety professionals from all over the world to
exchange information, experiences, and lessons for
improving railway safety, The venue has to abide by
the IRSC hosting guidelines as per the memo and after
the committee members conducted the site inspection
on various hotels for accommodation it was decided
that the hotel suitable to accommodate the members
who will be attending the IRSC and which has rooms
available on the proposed dates is The Marriot Crystal",2022/12/14,Not stated,Not stated,,2022/12/14,Not stated,Not stated,,Noting,New
286,Q4 2022/23,2023/01/25,Council for Geoscience (CGS),"Supply a resistivity meter for the
GApepoopihnytmsicesn tU onf ita sole supplier to",Red Dog Scientific Services,"R2 939 189,55",Sole Provider,2023/01/23,Not stated,Not stated,,2023/01/23,Not stated,Not stated,,Noting,New
287,Q4 2022/23,2023/01/27,Council for Geoscience (CGS),"replace
the damaged tube in the PANalytical
Zetium XRF spectrometer,","Malvern PANalytical (Pty)
Ltd","R1 080 678,00",Continuation of service,2023/01/26,Not stated,Not stated,,2023/01/26,Not stated,Not stated,,Noting,New
288,Q4 2022/23,2023/02/02,Mining Qualifications Authority (MQA),IInntheibrniteotr cDoencnhelcotriionnation 25kg/Drum,Brilliantel,"R7 176 211,22",Prefferred Supplier,2023/02/02,Not stated,Not stated,,2023/02/02,Not stated,Not stated,,Noting,New
289,Q4 2022/23,2023/02/01,PetroSA,"Dcl30, Inhibitor Bactericide 25kg
Drum Cool-D24, Inhibitor Corrosion
Endcor Occ9783, Inhibitor Biocide
DPaiormtnaetres hSipa nd9e4v8e7lopment Sunday",Improchem,"R169 264,74",Sole Source,2023/01/20,2023/01/20,2023/02/10,,2023/01/20,2023/01/20,2023/02/10,,Noting,New
290,Q4 2022/23,2023/02/01,PetroSA,Times,Arena Holdings,"R45 440,00",Sole Source,2023/01/19,2023/01/19,2023/02/22,,2023/01/19,2023/01/19,2023/02/22,,Noting,New
291,Q4 2022/23,2023/01/25,South African Police Service (SAPS),Voince and Data services,Telkom SA,"R360 000 000,00",Prefferred Supplier,2023/01/23,Not stated,Not stated,,2023/01/23,Not stated,Not stated,,Noting,New
292,Q4 2022/23,2023/01/13,"Department of Higher Education and
Training (DHET)","Appointment of a service provide to
render summertive evaluation for
teaching and learning development
sector reform contact programme",UWESO Consulting,"R998 775,00",Continuity of serivce,2022/12/15,2022/12/16,2023/01/14,,2022/12/15,2022/12/16,2023/01/14,,Noting,New
293,Q4 2022/23,2023/01/31,"South African Qualifications Authority
(SAQA)",Procurement of Caseware Licences,Adapt IT,"R44 073,75",Sole Source,2023/01/20,2023/01/20,2024/01/19,,2023/01/20,2023/01/20,2024/01/19,,Noting,New
294,Q4 2022/23,2023/02/13,"South African Medical Research Council
(SAMRC)",EBSCO Host Databases,EBSCO Information Services,"R8 500 000,00",Sole Provider,2023/01/26,2023/01/27,2023/01/25,,2023/01/26,2023/01/27,2023/01/25,,Noting,New
295,Q4 2022/23,2023/02/15,PetroSA,AFudevel rPt RSFu nNd-aHyE TPimTAeNsE 210Lt/DR,Arena Holdings,"R56 800,00",Sole Source,2023/01/31,2023/01/31,2023/02/03,,2023/01/31,2023/01/31,2023/02/03,,Noted,New
296,Q4 2022/23,2023/02/15,PetroSA,ASTM REF,AECI,"R63 337,90",Original Equipment Manufacturer,2023/01/27,2023/01/27,2023/01/30,,2023/01/27,2023/01/27,2023/01/30,,Noted,New
297,Q4 2022/23,2023/02/20,PetroSA,Lease of property-ACSA,Airports Company South Africa,"R1 373 000,00",Sole Source,2023/02/03,2023/02/03,2023/03/31,,2023/02/03,2023/02/03,2023/03/31,,Noted,New
298,Q4 2022/23,2023/02/20,PetroSA,Afrox cylinder rental,African Oxygen,"R105 687,28",Sole Source,2023/02/01,2023/02/01,2023/02/03,,2023/02/01,2023/02/01,2023/02/03,,Noted,New
299,Q4 2022/23,2023/02/20,PetroSA,PInekr fMoramgn 1e6ti c0 0B0la hcoku 4r0 s0emrvli c8e0 0S-L3T,Atlas Copco Industrials,"R396 524,44",Sole Source,2023/02/15,2023/02/15,2023/02/28,,2023/02/15,2023/02/15,2023/02/28,,Noted,New
300,Q4 2022/23,2023/02/20,PetroSA,"Ardrox, Dye Penetrant White 400ml
Aero Can, Developer Non Dstr Exam
400ml Aero Can, Cleaner Dye Pen
400ml 9pr5 Ardrox' Penetrant Water
Washable Fluorecent400ml, Chemical
Suspension, Flourescent 8530 Ard,
Dye Penetrant Red Solvent 996pb",Chemetall,"R47 156,00",Sole Source,2023/02/14,2023/02/14,2023/02/24,,2023/02/14,2023/02/14,2023/02/24,,Noted,New
301,Q4 2022/23,2023/02/20,PetroSA,"Ahg 0710 Balancing Machine, Ahd
1476 Balancing Machine",Durr Africa,"R43 485,60",Sole Source,2023/02/14,2023/02/14,2023/03/01,,2023/02/14,2023/02/14,2023/03/01,,Noted,New
302,Q4 2022/23,2023/02/20,PetroSA,Memberships,South African Petroleum Industry,"R882 733,61",Sole Source,2023/02/10,2023/02/10,2023/02/10,,2023/02/10,2023/02/10,2023/02/10,,Noted,New
303,Q4 2022/23,2023/02/20,PetroSA,"D""Feopra Trthmee Enmt Weragteenrc &y SParoncituarteiomne: nWt ROMf",Breede-Gouritz Catchment,"R155 000,00",Sole Source,2023/02/13,2023/02/13,2023/02/17,,2023/02/13,2023/02/13,2023/02/17,,Noted,New
304,Q4 2022/23,2023/02/20,PetroSA,SAo Sile crovinctea mPrinoavtidioenr aFsosre Tshsem Renotutine,Geo Pollution Technologi,"R86 526,00",Emergency procurement- oil spillage,2023/02/13,2023/02/13,2023/04/29,,2023/02/13,2023/02/13,2023/04/29,,Noted,New
305,Q4 2022/23,2023/02/28,"The South African National Roads
Agency SOC Ltd (SANRAL)","Road
Maintenance Of National Route 14
Section 5 To 8 From Zonderhuis (Km
61,11) To
Northern Cape/North West Border
(Km 54,57)(cid:9)
Emergency repairs to approach",Razzmataz Civil (Pty) Ltd,"R27 409 385,00",Emergency,2023/02/28,2023/02/17,30/11/2023,,2023/02/28,2023/02/17,30/11/2023,,Noted,New
306,Q4 2022/23,2023/02/28,"The South African National Roads
Agency SOC Ltd (SANRAL)","embankment washaway at Tete river
bridge no, 2073 on R102 between
Fairbreeze and Shakas head, on KZN
DoT network(cid:9)",Servinet Consulting Engineers,"R20 201 009,25",Emergency,2023/02/28,2023/02/20,Not stated,,2023/02/28,2023/02/20,Not stated,,Noted,New
307,Q4 2022/23,2023/02/28,"The South African National Roads
Agency SOC Ltd (SANRAL)","Consulting Engineering Services for
the Design And Supervision of the
Tongaat River Bridge on Main Road
P398 Section 2 At Km 10,4 (cid:9)",JG Africa Pty Ltd,"R54 331 715,50",Emergency,2023/02/28,2023/01/12,Not stated,,2023/02/28,2023/01/12,Not stated,,Noted,New
308,Q4 2022/23,2023/02/28,"The South African National Roads
Agency SOC Ltd (SANRAL)","Emergency Repairs to B999A Mhlali
River Bridge On National Route 2,
Section 27, Km 15,42(cid:9)",DT MLANGENI PROJECTS,"R37 006 824,60",Emergency,2023/02/28,2023/01/31,Not stated,,2023/02/28,2023/01/31,Not stated,,Noted,New
309,Q4 2022/23,2023/02/28,"The South African National Roads
Agency SOC Ltd (SANRAL)","Emergency repairs to Slip failure No,
2 on M4 between La Mercy and
Desainager on KZN DoT network(cid:9)",RORISANG HOLDINGS,"R28 617 520,00",Emergency,2023/02/28,2023/03/02,Not stated,,2023/02/28,2023/03/02,Not stated,,Noted,New
310,Q4 2022/23,2023/02/28,"The South African National Roads
Agency SOC Ltd (SANRAL)","Emergency repairs to slip failure at
Mhlali River Bridge no, 2556 on R102
between Fairbreeze and Shakas head,
on KZN DoT network(cid:9)
Emergency repairs of road",DT MLANGENI PROJECTS,"R41 114 045,60",Emergency,2023/02/28,2023/02/23,Not stated,,2023/02/28,2023/02/23,Not stated,,Noted,New
311,Q4 2022/23,2023/02/28,"The South African National Roads
Agency SOC Ltd (SANRAL)","embankments failure to N2, Section
24, 0KM -12KM(cid:9)",Stefanutti Stocks (Pty) Ltd,"R352 680 879,10",Emergency,2023/02/28,2023/02/06,Not stated,,2023/02/28,2023/02/06,Not stated,,Noted,New
312,Q4 2022/23,2023/02/28,"The South African National Roads
Agency SOC Ltd (SANRAL)","Emergency repairs to B810 Louis
Botha Overpass on N2/25, km 2,71(cid:9)
Consulting Engineering Services for",Sizakala Plant ad Civils,"R5 511 967,25",Emergency,2023/02/28,2023/02/21,Not stated,,2023/02/28,2023/02/21,Not stated,,Noted,New
313,Q4 2022/23,2023/02/28,"The South African National Roads
Agency SOC Ltd (SANRAL)","the Flood Repairs to Provincial Route
P398/1 From Mdloti Interchange to
Mdloti River Bridge(cid:9)","BATALALA CONSULTING ENGINEERS (PTY)
LTD","R11 092 452,62",Emergency,2023/02/28,2023/02/21,Not stated,,2023/02/28,2023/02/21,Not stated,,Noted,New
314,Q4 2022/23,2023/02/28,"The South African National Roads
Agency SOC Ltd (SANRAL)","P107 Nonoti River Bridge, Doesburg,
KM 9 – KM 10
Gasket EXHAUSTBBA/B/C5000",Mnyanda Business Enterprise,"R6 325 399,05",Emergency,2023/02/28,2023/03/08,Not stated,,2023/02/28,2023/03/08,Not stated,,Noted,New
315,Q4 2022/23,2023/01/12,PetroSA,EFlxopraan RsiDon Radio 2022/2023 (DANA,Klinger Mzansi,"R142 623,20",Sole Source,2022/12/01,2022/12/01,2023/01/13,,2022/12/01,2022/12/01,2023/01/13,,Noted,New
316,Q4 2022/23,2023/01/12,PetroSA,BAY),Mossel Bay-WC Local Mu,"R360 000,00",Sole Source,2022/12/13,2022/12/19,2023/05/31,,2022/12/13,2022/12/19,2023/05/31,,Noted,New
317,Q4 2022/23,2023/01/12,PetroSA,CFR:1376 DCS Maintenance by PAS,Digital Industries,"R40 000,00",Sole Source,2022/12/19,2022/12/19,2022/12/19,,2022/12/19,2022/12/19,2022/12/19,,Noted,New
318,Q4 2022/23,2023/01/12,PetroSA,"Bulk order created for the Municipality
power and portable water supply to
GSCTLG Rperofidnuecryti oonp elicraetniosnes a,nnual",Mossel Bay - WC Local Municipality,"R2 878 675,42",Sole Source,2022/12/05,2022/12/05,2023/03/31,,2022/12/05,2022/12/05,2023/03/31,,Noted,New
319,Q4 2022/23,2023/01/12,PetroSA,"upstream, PASA annual upstream
training, PASA production rights
annual, PASA annual upstream
training trust cont",Upstream Training Trust,"R604 000,00",Sole Source,2022/12/08,2022/12/08,2022/12/22,,2022/12/08,2022/12/08,2022/12/22,,Noted,New
320,Q4 2022/23,2023/01/12,PetroSA,Civil services,MDC ARENDSE CONSTRUCTION,"R102 988,82",Emergency,2022/12/20,2022/12/20,2022/12/31,,2022/12/20,2022/12/20,2022/12/31,,Noted,New
321,Q4 2022/23,2023/03/03,"Air Traffic and Navigation Services
(ATNS)","Critical server and storage
infrastructure",Dell,"R17 161 312,92",Emergency,2023/02/24,2023/03/15,2023/06/15,,2023/02/24,2023/03/15,2023/06/15,,Noting,New
322,Q4 2022/23,2023/03/03,Railway Safety Regulator (RSR),LAepgpaoli nretmpreenste onft aDtiaotna parto tohfe High Court,Lawtons Africa,"R2 000 000,00",Prefferred Supplier,2023/03/02,Not Applicable,Not Applicable,,2023/03/02,Not Applicable,Not Applicable,,Noting,New
323,Q4 2022/23,2023/02/17,Road Accident Fund (RAF),"Communications as a Single Source
services provider for the provision of
Cyber Security Operation Centre
services on a month-to-month basis,
ICT security unit bears the risk and
challenges of attacks and the services
wThilel e anpspuorien tbmuesninte osfs S cizowntein IuTe Gtyroup",DataProof Communications (Pty)Ltd,"R12 913 616,80",Prefferred Supplier,2023/02/17,Not Applicable,Not Applicable,,2023/02/17,Not Applicable,Not Applicable,,Noting,New
324,Q4 2022/23,2023/02/17,Road Accident Fund (RAF),"as a Single Source procurement for
provision of Cisco firewalls
professional services, Cisco hardware
maintenance and support, Cisco
firewall licenses and Cisco
firepower management center for a
period of twelve (12) months to allow
tAepnpdoeirn tpmroecnets osf tEop ci-oUnscelu adse , Single",Sizwe IT Group,"R1 420 337,03",Prefferred Supplier,2023/02/17,Not Applicable,Not Applicable,,2023/02/17,Not Applicable,Not Applicable,,Noting,New
325,Q4 2022/23,2023/02/17,Road Accident Fund (RAF),"Source Services provider for
implementation of success -factor
recruitment for a period of two(2)
years to continue with the work they
have already started,",Epi-Use,"R4 021 730,90",Prefferred Supplier,2023/02/17,Not Applicable,Not Applicable,,2023/02/17,Not Applicable,Not Applicable,,Noting,New
326,Q4 2022/23,2023/03/09,Department of Water and Sanitation,Agreement,ESRI South Africa,"R29 890 897,52",There is a need to coSnotlien uSeu wpiptlhie trhe services of e-mail,,Not Stated,28/02/2026,,,Not Stated,28/02/2026,,Noting,New
327,Q4 2022/23,2023/03/13,Office of the Valuer-General (OVG),"Request For An Approval To Directly
AAppppooiinntt mTeenlkto Omf FSoerr vEic-Me Pairl oHvoidsetrin Fgor",TELKOM SA SOC LIMITED,"R42 750,00","hosting through Telkom, in order to ensure continuity of
the OVG's operations for the internal and external
stakeholders",30/06/2022,01/07/2022,30/09/2022,,30/06/2022,01/07/2022,30/09/2022,,Noting,New
328,Q4 2022/23,2023/03/13,Office of the Valuer-General (OVG),"Consultation For A Period Of 8
WAdeveekrtsisement Of Hr Critical Vacant",MMB CONSULITING,"R194 120,00",Urgent matter,07/06/2022,15/06/2022,15/08/2022,,07/06/2022,15/06/2022,15/08/2022,,Noting,New
329,Q4 2022/23,2023/03/13,Office of the Valuer-General (OVG),Posts,ARENA HOLDINGS,"R127 988,10",Advertisement of critical HR posts,12/05/2022,once-off,once-off,,12/05/2022,once-off,once-off,,Noting,New
330,Q4 2022/23,2023/03/13,Office of the Valuer-General (OVG),"ADVERTISEMENT OF HR CRITICAL
VDAECVAIANTTIO PNO FSRTOSM SCM PROCESS",ARENA HOLDINGS,"R170 650,80",Advertisement of critical HR posts,02/06/2022,once-off,once-off,,02/06/2022,once-off,once-off,,Noting,New
331,Q4 2022/23,2023/03/13,Office of the Valuer-General (OVG),"BY NOT OBTAINING QUOTES
FROM CSD & PROCURE 43
PARKING BAYS AT THE STATE
THEATRE PARKING FOR A PERIOD
OF 24 MONTHS",STATE THEATRE,"R627 800,00",To provide additional parking bays for 43 officials,02/08/2022,Not Stated,Not Stated,,02/08/2022,Not Stated,Not Stated,,Noting,New
332,Q4 2022/23,2023/03/13,Office of the Valuer-General (OVG),"APPOINTMENT OF MULTICHOICE
TO PROVIDE DSTV SERVICES",MULTICHOICE,"R45 000,00",Multichoice is the Sole Provider for DSTV services,29/07/2022,Not Stated,Not Stated,,29/07/2022,Not Stated,Not Stated,,Noting,New
333,Q4 2022/23,2023/03/13,Office of the Valuer-General (OVG),"APPOINTMENT OF SUPPLIER TO
SDUIRPEPCLTYL RYF AIDPP TOAIGNST (LBEAISRHCAOND IETS )",IPIN TECHNOLOGIES (PTY) LTD,"R20 757,50",As a result of two failed procurement processes,22/08/2022,Not Stated,Not Stated,,22/08/2022,Not Stated,Not Stated,,Noting,New
334,Q4 2022/23,2023/03/13,Office of the Valuer-General (OVG),"CONSULTANCY FOR THE RENTAL
AND INSTALLATION OF THE
SDEIRREVCETRLY APPOINT CSIR FOR",LEISHAN IT CONSULTANCY,"R78 173,55","Due to cyber security breach in the form of a ransome
virus attack, compromised the ERP servers,",25/08/2022,25/08/52022,25/11/2022,,25/08/2022,25/08/52022,25/11/2022,,Noting,New
335,Q4 2022/23,2023/03/13,Office of the Valuer-General (OVG),"VULNERABILITY ASSESSMENT
AND DATA CLEANING ON OVG
DATA",CSIR,"R343 137,00","CSIR is prefered service to assist with vulnerability
assessment project meant to strengthen the respective
prFoocre psuserpso osfe r eocf oavsesirsyt ianngd V raelsuteorr-aGteionne roafl tthoe a EdRePq usaystetelym",30/08/2022,30/8/2022,31/03/2023,,30/08/2022,30/8/2022,31/03/2023,,Noting,New
336,Q4 2022/23,2023/03/13,Office of the Valuer-General (OVG),"APPOINTMENT OF PROF MOOYA
TO ADVICE AUDITOR-GENERAL
OAPNP AONIN ETXMPERNOTP ORFIA STEIORNV IMCAET TER",PROF MOOYA,"R90 000,00","advice Minister on expropriation of the remainder of Farm
Highlands, regarding the finality of determied value
(Western Cape)",26/08/2022,19/09/2022,31/12/2023,,26/08/2022,19/09/2022,31/12/2023,,Noting,New
337,Q4 2022/23,2023/03/13,Office of the Valuer-General (OVG),"PROVIDER FOR OVG E-MAIL
MIGRATION",ELKOM SA SOC LIMITED,"R122 572,75","Telkom is hosting OVG e-mails, this will ensure seamless
uninterrupted transition to Microsoft 365 exchange",02/11/2022,02/11/2022,30/11/2022,,02/11/2022,02/11/2022,30/11/2022,,Noting,New
338,Q4 2022/23,2023/03/13,Office of the Valuer-General (OVG),"PROCURE ONLINE LAW LIBRARY
SERVICES FROM JUTA FOR A
PERIOD OF 12 MONTHS",JUTA & LEXISNEXIS,"R56 872,00","Legal Services need to have access to existing laws as well
as to keep abreast with all developments in the Legal field",23/09/2022,30/11/2022,30/11/2023,,23/09/2022,30/11/2022,30/11/2023,,Noting,New
339,Q4 2022/23,2023/03/13,Office of the Valuer-General (OVG),"PROCURE ONLINE LAW LIBRARY
SERVICES FROM LEXISNEXIS FOR
A PERIOD OF 12 MONTHS",LEXISNEXUS,"R60 392,42","Legal Services need to have access to existing laws as well
as to keep abreast with all developments in the Legal field",23/09/2022,30/11/2022,30/11/2023,,23/09/2022,30/11/2022,30/11/2023,,Noting,New
340,Q4 2022/23,2023/03/13,Office of the Valuer-General (OVG),"ADVERTISEMENT OF HR CRITICAL
VACANT POSTS",ARENA HOLDINGS,"R33 182,10","Given the importance of these positions and the identified
gaps on OVG data processing, there is an urgent need to fill
these posts, Recruitment and selection policy requires that
all vacancies must be advertised publicly",10/11/2022,once-off,once-off,,10/11/2022,once-off,once-off,,Noting,New
341,Q4 2022/23,2023/03/13,Office of the Valuer-General (OVG),SSAAPPOOAA FEUXHLLIB LITOIIONNG ES TPAALCLK AGE,SOUTH AFRICAN PROPERTY OWNER ASSOCIATION,"R54 625,00",Attendance of the SAPOA,26/09/2022,once-off,once-off,,26/09/2022,once-off,once-off,,Noting,New
342,Q4 2022/23,2023/03/13,Office of the Valuer-General (OVG),PACKAGE,GL EVENTS SOUTH ARICA,"R11 779,34",Gl Events South Africa,13/09/2022,once-off,once-off,,13/09/2022,once-off,once-off,,Noting,New
343,Q4 2022/23,2023/03/13,Office of the Valuer-General (OVG),12TH PSALM CONFERENCE,MILLA TRADING T/A MILLASA,"R17 227,00",Attendance of conference,30/09/2022,once-off,once-off,,30/09/2022,once-off,once-off,,Noting,New
344,Q4 2022/23,2023/03/13,Office of the Valuer-General (OVG),COMPETENCY ASSESSMENT,EXPERENTIAL TECHNOLOGIES,"R8 991,00",Competency Assessment,03/10/2022,once-off,once-off,,03/10/2022,once-off,once-off,,Noting,New
345,Q4 2022/23,2023/03/13,Office of the Valuer-General (OVG),SIRAMPSOAA MCEOMNBVEERNSTHIOIPN A2N02D2,SOUTH AFRICAN PROPERTY OWNER ASSOCIATION,"R333 500,00",Convention,13/09/2022,once-off,once-off,,13/09/2022,once-off,once-off,,Noting,New
346,Q4 2022/23,2023/03/13,Office of the Valuer-General (OVG),CLEOGNIFSELARTEINVCEE DRAFTING,INSTITUTION OF RISK MANAGEMENT SA,"R26 955,00",Conferencing,19/09/2022,once-off,once-off,,19/09/2022,once-off,once-off,,Noting,New
347,Q4 2022/23,2023/03/13,Office of the Valuer-General (OVG),WORKSHOP,ROBERT EDWIN CONFERENCE,"R37 946,55",Workshop,19/07/2022,once-off,once-off,,19/07/2022,once-off,once-off,,Noting,New
348,Q4 2022/23,2023/03/13,Office of the Valuer-General (OVG),SECRETARIES,GEN ALPHA TRADING SOLUTIONS,"R104 993,00",Secretaries workshop,08/08/2022,once-off,once-off,,08/08/2022,once-off,once-off,,Noting,New
349,Q4 2022/23,2023/03/13,Office of the Valuer-General (OVG),GTOOTVATLE QCHU ACLOITNYF MERAENNACGEEMENT,SITA,"R39 600,00",Conferencing,01/09/2022,once-off,once-off,,01/09/2022,once-off,once-off,,Noting,New
350,Q4 2022/23,2023/03/13,Office of the Valuer-General (OVG),TRAINING,UNIVERSITY OF PRETORIA,"R137 600,00",Training,07/11/2022,once-off,once-off,,07/11/2022,once-off,once-off,,Noting,New
351,Q4 2022/23,2023/03/13,Office of the Valuer-General (OVG),"Supply Of Microsoft Software &
Related Support Services For A
Period Of 36 Months",MICROSOFT IRELAND OPERATIONS LTD,"R7 526 347,73","To allow OVG to reliase product version rignts directly from
the Software Manufaturer, as opposed to third party, and
it is cost savings",17/02/2023,27/02/2023,27/02/2026,,17/02/2023,27/02/2023,27/02/2026,,Noting,New
352,Q4 2022/23,2023/03/13,Office of the Valuer-General (OVG),"Appointment Of Service Provider For
Telephone System Usage Billing
Services For A Period Of 36",EOH MTOMBO (PTY) LTD (ioco),"R1 092 000,00","To cater for telephone usage billing for telephone usage
services",16/02/2023,16/02/2023,16/02/2026,,16/02/2023,16/02/2023,16/02/2026,,Noting,New
353,Q4 2022/23,2023/03/13,Office of the Valuer-General (OVG),"Appointment Of Service Provider To
Provise Security Services Period Of
One Month Starting",PRISTO RESPONSE TRADING,"R378 640,54","To allow procurement process to be completed and
appoint a new service provider",28/02/2023,01/03/2023,31/04/2023,,28/02/2023,01/03/2023,31/04/2023,,Noting,New
354,Q4 2022/23,2023/03/13,Office of the Valuer-General (OVG),"Appointment Of Service Provider For
Sage Crm Licence Renewal And
Supply Of Additional Sage",SAGE SA,"R1 119 066,01","To allow direct purchase of licences and renewal of SAGE
module directly from SAGE SA without a reseller",28/02/2023,10/03/2023,08/03/2024,,28/02/2023,10/03/2023,08/03/2024,,Noting,New
355,Q4 2022/23,2023/02/06,"Export Credit Insurance Corporation of
South Africa Limited",Forenwsiocr kadcacyo usnutbinsgc riinpvtieosntsigation,Workday Limited,"R57 155,00",Exception as per procurement policy,2023/01/06,Not stated,Not stated,,2023/01/06,Not stated,Not stated,,Noting,New
356,Q4 2022/23,2023/01/16,National Prosecuting Authority,services,FTI Consulting South Africa (Pty) Ltd,"R32 351 181,88",Procurement by other means,2022/11/24,2022/11/24,Not stated,,2022/11/24,2022/11/24,Not stated,,Noting,New
357,Q4 2022/23,2023/02/06,"Export Credit Insurance Corporation of
South Africa Limited","Legal aspect of project finance virtual
training",JH consulting international,"R204 542,36",Two quotes received after seven were invited,2023/01/10,2023/02/06,2023/02/06,,2023/01/10,2023/02/06,2023/02/06,,Noting,New
358,Q4 2022/23,2023/02/06,"Export Credit Insurance Corporation of
South Africa Limited",Reward online Subscription,21st century pay solution,"R40 192,50",Exception as per procurement policy,2022/01/12,Not stated,Not stated,,2022/01/12,Not stated,Not stated,,Noting,New
