row_number,quarter,date_received_by_gmc,entity_department,project_description,supplier_service_provider,value_of_deviation,reason_for_deviation,award_by_ao_aa_date,contract_start_date,contract_expiry,status,award_by_ao_aa_date,contract_start_date,contract_expiry,status,supported,rollover_or_new
773,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,"Provision of PSCAD Licenses, Maintenance, Support and Trainings for five(5) years.",Technova Power Systems (Pty) Ltd,"R13 844 160,00",Single Source,2024/07/12,2024/07/15,2029/07/14,Reported,2024/07/12,2024/07/15,2029/07/14,Reported,,
774,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,ecWIin Software Support and Maintenance for a period of 5 years,Integrators of Systems Technology (Pty) Ltd,"R1 788 345,45",Sole Source,2024/07/05,2024/07/19,2029/07/18,Reported,2024/07/05,2024/07/19,2029/07/18,Reported,,
775,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,"End User Software Application usage and software maintenance and support for Hospitality System
in Hospitality and Catering services",Hospitality Technology International (PTY) Ltd (HTI),"R1 587 982,65",Single Source,2024/07/01,2024/07/01,2029/06/31,Reported,2024/07/01,2024/07/01,2029/06/31,Reported,,
776,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Hiring of twelve vacuum trucks for a period of six months,Moreki Distributors,"R44 851 104,00",Urgent Procurement,2024/07/05,2024/07/08,2024/01/31,Reported,2024/07/05,2024/07/08,2024/01/31,Reported,,
777,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Supply and the installation of industrial light fitting (luminaries),BT Projects,"R123 110 343,58",Urgent Procurement,2024/07/07,2024/07/10,2025/06/30,Reported,2024/07/07,2024/07/10,2025/06/30,Reported,,
778,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Mechanical critical spares on Zero stock,MWN Projects and Supply,"R16 634 060,00",Urgent Procurement,2024/06/27,Not Stated,Not Stated,Reported,2024/06/27,Not Stated,Not Stated,Reported,,
779,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Provision of coal lab sampling,Pharmatrend Project CC,"R2 622 000,00",Urgent Procurement,2024/06/14,2024/07/11,2025/07/10,Reported,2024/06/14,2024/07/11,2025/07/10,Reported,,
780,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,CSR Cable Reel gearbox Repair,Izandra Trading 18,"R306 232,35",Urgent Procurement,2024/07/09,2024/07/09,2024/07/31,Reported,2024/07/09,2024/07/09,2024/07/31,Reported,,
781,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Medupi unit 4 burner spares,Enflotech,"R83 722 011,88",Urgent Procurement,2024/05/22,2024/07/04,2025/07/04,Reported,2024/05/22,2024/07/04,2025/07/04,Reported,,
782,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,"Service, calibration, repair, buying spares and consumables for all Swan analysers at Duvha Power
Station",Swan Instrumentation South Africa (Pty) Ltd,"R61 766,50",Sole Source,2024/06/21,2024/07/15,2024/08/30,Reported,2024/06/21,2024/07/15,2024/08/30,Reported,,
783,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Procurement of critical spares for Coal Stock Yard Machines,SGM Management Consultants (Pty) Ltd,"R8 972 090,69",Urgent Procurement,2024/07/04,2024/07/04,2024/12/04,Reported,2024/07/04,2024/07/04,2024/12/04,Reported,,
784,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Aux Cooling Tower Fan Gearbox Refurbishment,Ultra Gear Manufacturing,"R1 196 994,75",Urgent Procurement,2024/07/16,2024/07/16,2024/08/16,Reported,2024/07/16,2024/07/16,2024/08/16,Reported,,
785,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Repair and commission Security fence at Majuba,Voltrama Electrical,"R192 588,49",Urgent Procurement,2024/05/23,2024/07/22,2024/07/26,Reported,2024/05/23,2024/07/22,2024/07/26,Reported,,
786,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,"Refurbishment of CDD 90KW Submersible pumps, Fire system booster pump and GTM Vacuum
pumps and UF Feed pumps",Cyclone Sealing Systems,"R4 484 436,50",Urgent Procurement,2024/07/10,2024/07/16,2024/08/30,Reported,2024/07/10,2024/07/16,2024/08/30,Reported,,
787,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Maintenance on Buffalo Feeders for a period of 6 [six] months at Duvha Power Station,FLSmidth Buffalo,"R1 101 146,16",Sole Source,2024/07/16,2024/07/16,2025/01/31,Reported,2024/07/16,2024/07/16,2025/01/31,Reported,,
788,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Pump Rotary: Gear Triple Hydraulic,Zambala Engineering (Pty) Ltd,"R12 800 456,98",Sole Source,2024/05/14,2024/07/16,2029/07/16,Reported,2024/05/14,2024/07/16,2029/07/16,Reported,,
789,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Supply and deliver of Boiler Tubes,Eriger (Pty) Ltd,"R162 324 585,95",Urgent Procurement,2024/07/15,2024/07/17,2025/07/16,Reported,2024/07/15,2024/07/17,2025/07/16,Reported,,
790,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,"The supplier to collect, repair and deliver back to site of Mill motor, Ash motors, CEP motors, PA fan
motors and MCW ABB pump motor",Tomco Electrical and Mechanical Engineering,"R195 993,35",Urgent Procurement,2024/05/27,2024/07/22,2024/08/22,Reported,2024/05/27,2024/07/22,2024/08/22,Reported,,
791,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,"Supply and deliver of FGD basket strainers dimensions diameter 2 x 1 length by 0.02m thickness PP-
H material at Kusile Power Station as and when required basis for a period of five years",Industrial Acid Proofing (Pty) Ltd,"R78 151 718,40",Sole Source,2023/11/06,2024/07/16,2029/07/15,Reported,2023/11/06,2024/07/16,2029/07/15,Reported,,
792,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Dredging of dams,Bovu Fluid Holdings (Pty) Ltd,"R34 472 400,00",Urgent Procurement,2024/07/15,2024/07/18,2024/08/02,Reported,2024/07/15,2024/07/18,2024/08/02,Reported,,
793,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Supply and delivery of switches and computer servers,Schneider Electric South Africa,"R20 415 220,04",Sole Source,2024/07/09,2024/07/19,2024/08/30,Reported,2024/07/09,2024/07/19,2024/08/30,Reported,,
794,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Supply and Delivery of Fuel:Catlight;Bulk;7/40D,F F S Refiners (Pty) Ltd,"R57 499 998,25",Urgent Procurement,2024/07/16,2025/07/16,2025/07/15,Reported,2024/07/16,2025/07/16,2025/07/15,Reported,,
795,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,"Provision of water and service, maintenance of mobile toilets and septic tanks",Sebutsi Solutions (Pty) Ltd,"R11 780 359,65",Urgent Procurement,2024/07/17,2024/01/08,2025/04/30,Reported,2024/07/17,2024/01/08,2025/04/30,Reported,,
796,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Supply and Delivery of Various Spares Service and Calibration,Leco Africa,"R362 616,85",Sole Source,2024/06/09,2024/07/29,2024/09/06,Reported,2024/06/09,2024/07/29,2024/09/06,Reported,,
797,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Supply and delivery of Fuel:Catlight;Bulk;7/40D (0245100),F F S Refiners (Pty) Ltd,"R11 415 130,00",Urgent Procurement,2024/07/04,2024/07/04,2024/07/31,Reported,2024/07/04,2024/07/04,2024/07/31,Reported,,
798,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Unit 3 Turbine Sinkhole,Jogani Technology,"R379 373,50",Urgent Procurement,2024/07/19,2024/07/19,2024/07/24,Reported,2024/07/19,2024/07/19,2024/07/24,Reported,,
799,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Supply and delivery of various gratings to Matimba Power Station,Pure Stainless Steel Manufacturers (Pty) Ltd,"R1 149 770,00",Urgent Procurement,2024/07/22,2024/07/22,2024/08/20,Reported,2024/07/22,2024/07/22,2024/08/20,Reported,,
800,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,"Procurement of a service for 34 Ton side Tipper to move up to 900 000 tons coal in 90 days within
Medupi Power Station (7 KM from loading point to Excess coal stockyard (Service including Tippers,
Drivers (Operators) and Fueling",Setumishi Building Construction & Enterprise,"R36 225 000,00",Urgent Procurement,2024/07/22,2024/07/22,2024/08/30,Reported,2024/07/22,2024/07/22,2024/08/30,Reported,,
801,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Supply and Delivery Yokogawa 02 Analyser Spares,Yokogawa South Africa (Pty) Ltd,"R1 480 768,84",Urgent Procurement,2024/07/12,2024/07/22,2024/08/15,Reported,2024/07/12,2024/07/22,2024/08/15,Reported,,
802,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Supply and Delivery of Vehicles at Medupi Power Station,Green Corn (Pty) Ltd,"R11 602 959,36",Urgent Procurement,2024/07/22,2024/07/22,2024/08/23,Reported,2024/07/22,2024/07/22,2024/08/23,Reported,,
803,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,"Provision of service for plant performance, enhancement and sustainability on the unit return to
service, emission performance and ash performance",Dunamis Power Services,"R26 525 863,20",Urgent Procurement,2024/07/17,2024/07/23,2025/07/22,Reported,2024/07/17,2024/07/23,2025/07/22,Reported,,
804,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Supply and Delivery of 5 mill pinion bearings and sleeves,Ragna Industrial,"R1 611 796,88",Urgent Procurement,2024/07/23,2024/07/23,2024/07/23,Reported,2024/07/23,2024/07/23,2024/07/23,Reported,,
805,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Acid bulk tank level transmitters,Endress and Hauser (Bellville),"R307 060,64",Urgent Procurement,2024/07/17,2024/07/22,2024/09/13,Reported,2024/07/17,2024/07/22,2024/09/13,Reported,,
806,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,"Supply of 36 sets of Pulley lagging and 24 speed sensors, stock numbers 027377 and 038336",Dunlop Belting Products,"R1 951 038,92",Urgent Procurement,2024/07/23,2024/08/08,2024/11/08,Reported,2024/07/23,2024/08/08,2024/11/08,Reported,,
807,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Provision of Sewage Plant at Matla Power Station,Water Solution Trough Technology,"R2 932 500,00",Urgent Procurement,2024/07/23,2024/07/25,2025/07/24,Reported,2024/07/23,2024/07/25,2025/07/24,Reported,,
808,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Oil Purification Services,Leruo Facilities and Projects,"R396 750,00",Urgent Procurement,2024/07/22,2024/07/26,2024/07/26,Reported,2024/07/22,2024/07/26,2024/07/26,Reported,,
809,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Auxiliary Boiler & Fuel Oil Maintenance and Spares Supply,Mitsubishi Power Africa,"R38 371 812,41",Urgent Procurement,2024/07/23,2024/07/23,2024/12/22,Reported,2024/07/23,2024/07/23,2024/12/22,Reported,,
810,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Repair Pulley and Grid Coupling,Ratamang Engineering and Supplies,"R287 725,69",Urgent Procurement,2024/07/24,2024/07/24,2024/08/23,Reported,2024/07/24,2024/07/24,2024/08/23,Reported,,
811,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Sinkhole repairs,WSM Group,"R45 553 404,81",Urgent Procurement,2024/07/24,2024/07/25,2025/05/30,Reported,2024/07/24,2024/07/25,2025/05/30,Reported,,
812,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Gearbox refurbishment on site 6 months,Ragna Industrial,"R2 158 845,90",Urgent Procurement,2024/07/25,2024/07/25,2025/02/03,Reported,2024/07/25,2024/07/25,2025/02/03,Reported,,
813,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Impact Weigher Replacement,CBZ Solutions (Pty) Ltd,"R10 149 053,23",Sole Source,2024/07/01,2024/07/01,2024/12/31,Reported,2024/07/01,2024/07/01,2024/12/31,Reported,,
814,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Supply and delivery of AFCV(Positioners),ABB South Africa (Pty) Ltd,"R28 750,00",Sole source,2024/07/19,2024/07/19,2024/08/30,Reported,2024/07/19,2024/07/19,2024/08/30,Reported,,
815,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Supply and delivery of AFCV (Positioners),Rotatech CC,"R542 990,90",Urgent Procurement,2024/07/10,Not Stated,Not Stated,Reported,2024/07/10,Not Stated,Not Stated,Reported,,
816,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,"Supply of material to repair the leaks at the clean and dirty drains recovery tanks, bottom ash mill
reject system and oxygen pressure swing absorption system",Sealeng Dinoko Holdings,"R1 029 167,92",Urgent Procurement,2024/07/04,2024/07/24,2024/07/24,Reported,2024/07/04,2024/07/24,2024/07/24,Reported,,
817,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Overland 3A Conveyor fire incident repairs,Leading Mark (Pty) Ltd,"R1 765 726,68",Urgent Procurement,2024/07/01,2024/07/08,2024/08/08,Reported,2024/07/01,2024/07/08,2024/08/08,Reported,,
818,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Controller: Mass Meter Controller;4-20ma,Instrotech,"R83 104,75",Urgent Procurement,2024/06/24,2024/07/12,2024/07/24,Reported,2024/06/24,2024/07/12,2024/07/24,Reported,,
819,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,"Matla Power Station security fence repair and redo the outer and inner security perimeter fence,
reinforce concrete slab, testing and commissioning as per the scope of work.",Daguru Innovations (Pty) Ltd,"R21 556 813,72",Urgent Procurement,2024/07/22,2024/07/24,2024/11/29,Reported,2024/07/22,2024/07/24,2024/11/29,Reported,,
820,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,"Urgent Supply and Delivery of North Grade 3 (F150 / HFO) and
South Grade 1 (Cat light) on as and when required basis.",F F S Refiners (Pty) Ltd,"R58 714 400,00",Urgent Procurement,2024/06/04,2024/07/12,2025/07/11,Reported,2024/06/04,2024/07/12,2025/07/11,Reported,,
821,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,"Urgent Supply and Delivery of North Grade 3 (F150 / HFO) and
South Grade 1 (Cat light) on as and when required basis.",Women of Africa Fuels & Oils,"R14 427 900,00",Urgent Procurement,2024/06/04,2024/07/12,2025/07/11,Reported,2024/06/04,2024/07/12,2025/07/11,Reported,,
822,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Urgent Supply and Delivery of Spares (Tubes) at Outage Unit 4,John Thompson a Div of Actom,"R6 488 789,65",Urgent Procurement,2024/07/22,2024/07/22,2024/11/30,Reported,2024/07/22,2024/07/22,2024/11/30,Reported,,
823,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Supply and delivery of Mixer critical spares,JMI and Construction,"R15 680 871,00",Urgent Procurement,2024/07/22,2024/07/22,2024/08/29,Reported,2024/07/22,2024/07/22,2024/08/29,Reported,,
824,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,"Provision of on-site actuator maintenance, supply of spares, repairs and overhaul of all Actuators .",Auma South Africa,"R264 505 968,63",Sole Source,2024/07/01,2024/07/23,2029/07/22,Reported,2024/07/01,2024/07/23,2029/07/22,Reported,,
825,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Refurbishment of Max hydraulic pumps,Lerothodi Engineering Projects,"R3 449 953,54",Urgent Procurement,2024/07/19,2024/07/25,2024/08/25,Reported,2024/07/19,2024/07/25,2024/08/25,Reported,,
826,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Refurbishment of the TCT pumps and washing pumps,Vector Vendor Consultants 4 (Pty) Ltd,"R9 763 500,00",Urgent Procurement,2024/07/17,2024/07/25,2024/10/25,Reported,2024/07/17,2024/07/25,2024/10/25,Reported,,
827,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Supply and Delivery of HVAC various spares,Green Corn (Pty) Ltd,"R2 399 371,50",Urgent Procurement,2024/07/23,2024/07/26,2024/10/26,Reported,2024/07/23,2024/07/26,2024/10/26,Reported,,
828,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Supply and Deliver of B12E4 Reclaim Feeder (Ex - Majuba White Feeder),Churston (Pty) Ltd,"R1 802 436,63",Urgent Procurement,2024/07/17,2024/07/17,2024/08/30,Reported,2024/07/17,2024/07/17,2024/08/30,Reported,,
829,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Repair and Service Diesel Fire Water Engines,Prijuma Engineering and Services,"R313 316,49",Urgent Procurement,2024/07/25,2024/07/25,2024/07/30,Reported,2024/07/25,2024/07/25,2024/07/30,Reported,,
830,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Creating the urgent purchase order for urgent various Boiler spares,Bigeye Investment 79CC T/A Joes Radiators,"R19 550 042,06",Urgent Procurement,2024/07/05,2024/07/08,2024/08/30,Reported,2024/07/05,2024/07/08,2024/08/30,Reported,,
831,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Supply and install FRF Hydraulic pipes,Star Hydraulics and Pneumatics,"R12 355,60",Urgent Procurement,2024/07/19,2024/07/19,2024/08/19,Reported,2024/07/19,2024/07/19,2024/08/19,Reported,,
832,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Supply and Deliver Electrical Brushers,Morganite South Africa (Pty) Ltd,"R924 848,40",Sole Source,2024/07/17,2024/07/19,2024/07/25,Reported,2024/07/17,2024/07/19,2024/07/25,Reported,,
833,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Supply and delivery of transmitter,Izandra Trading 18,"R510 801,02",Urgent Procurement,2024/07/22,2024/07/22,2024/09/30,Reported,2024/07/22,2024/07/22,2024/09/30,Reported,,
834,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,"Servicing, Repair, spares supply and calibration of Servomex 4900 gas analysers at Tutuka Power
Station for a duration of 3 years",Elemental Analytics (Pty) Ltd,"R15 133 449,50",Sole Source,2024/04/26,2024/06/01,2027/05/31,Reported,2024/04/26,2024/06/01,2027/05/31,Reported,,
835,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,"Provision of C&I cold and hot commissioning service at Uni 4 Turbine, Generator, LP Bypass
systems and Auxiliaries.",Toyethu Trading and Projects CC,"R40 021 730,98",Urgent Procurement,2024/07/23,2024/07/23,2024/12/31,Reported,2024/07/23,2024/07/23,2024/12/31,Reported,,
836,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Repair of breakers,Schneider Electric South Africa,"R41 715,10",Sole Source,2024/07/03,2024/07/04,2024/08/22,Reported,2024/07/03,2024/07/04,2024/08/22,Reported,,
837,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,"Supply and delivery of Gaskets, Seals, Packings and Pressure seals",Hydrolik Zone,"R1 948 233,52",Urgent Procurement,2024/07/12,2024/07/25,2024/08/08,Reported,2024/07/12,2024/07/25,2024/08/08,Reported,,
838,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Efficient Industrial Units Station Cleaning,SAWA Construction,"R5 583 825,00",Urgent Procurement,2024/07/19,2024/07/19,2024/09/18,Reported,2024/07/19,2024/07/19,2024/09/18,Reported,,
839,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Efficient Industrial Outside Plant Station Cleaning,HI-Q Multichoice Cleaning,"R5 211 487,20",Urgent Procurement,2024/07/19,2024/07/19,2024/09/18,Reported,2024/07/19,2024/07/19,2024/09/18,Reported,,
840,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Calibration for M4100 Insulation Analyse,Doble Engineering Africa,"R85 698,00",Sole Source,2024/12/06,2024/12/06,2024/07/12,Reported,2024/12/06,2024/12/06,2024/07/12,Reported,,
841,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,"Request Bacchus-Kappa T61 Emergency - Bacchus-Kappa line installation of new tower T61,
strengthening of T60 and provide embankment protection through gabions.",Power Line Africa SA,"R18 268 349,21",Emergency,2024/06/21,2024/06/21,2024/06/21,Reported,2024/06/21,2024/06/21,2024/06/21,Reported,,
842,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Bacchus Kappa 400kV T61 Cont,Endangered Wildlife Trust,"R1 495 000,00",Urgent Procurement,2024/06/24,2024/07/01,2025/06/30,Reported,2024/06/24,2024/07/01,2025/06/30,Reported,,
843,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,Space Weather datasets & related service,SANSA,"R23 409 261,06",Sole Source,2024/06/28,2024/06/03,2029/06/02,Reported,2024/06/28,2024/06/03,2029/06/02,Reported,,
844,Q2 2024/25,2024/08/01,Eskom Holdings SOC Ltd,"Manufacture, testing, and supply of estimated quantities 19 inch standard and swing frames cabinet
and associated equipment for Distribution Division on an
as and when required basis.",Integrators of Systems Technology,"R20 962 286,85",Urgent Procurement,2024/05/15,2024/05/15,2025/04/14,Reported,2024/05/15,2024/05/15,2025/04/14,Reported,,
845,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Supply & delivery of spares,Mitsubishi Power Africa,"R111 333 592,64",Urgent procurement,2024/07/26,2024/08/08,2024/08/30,Reported,2024/07/26,2024/08/08,2024/08/30,Reported,,
846,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,,,"R119 045 305,15",,,,,Reported,,,,Reported,,
847,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Completion of outstanding work at Ovaal Substation,Afritek (Pty) Ltd,"R2 183 853,30",Sole source,2024/07/25,2024/08/01,2025/07/31,Reported,2024/07/25,2024/08/01,2025/07/31,Reported,,
848,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Calibration and assessment of medical equipment,Audiometric Calibration and Training Services,"R88 770,11",Urgent Procurement,2024/07/25,2024/07/29,2024/08/30,Reported,2024/07/25,2024/07/29,2024/08/30,Reported,,
849,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,"Repair and calibration of 2x12kv Delta 4010 Tan Delta Insulation Diagnostics systems machines
with serial number 17250814 and 17150714",HV Test (Pty) Ltd,"R241 888,13",Sole source,2024/07/16,2024/07/16,2024/07/31,Reported,2024/07/16,2024/07/16,2024/07/31,Reported,,
850,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Electrical Maintenance,Dezhe Electrical cc,"R2 041 250,00",Urgent Procurement,2024/07/29,2024/07/24,2025/07/23,Reported,2024/07/29,2024/07/24,2025/07/23,Reported,,
851,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,HVAC Maintenance,Manthabo2 Aircondtioning Electrical cc,"R1 035 000,00",Urgent Procurement,2024/07/30,2024/07/27,2025/01/23,Reported,2024/07/30,2024/07/27,2025/01/23,Reported,,
852,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Supply and delivery of coal and ash conveyor bearing and assemblies,Limbco Group (Pty) Ltd,"R3 088 972,68",Urgent procurement,2024/07/26,2024/07/30,2024/09/30,Reported,2024/07/26,2024/07/30,2024/09/30,Reported,,
853,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Service and Overhaul of diesel engine,Cupicare,"R17 100 953,56",Urgent procurement,2024/07/26,2024/07/29,2024/09/30,Reported,2024/07/26,2024/07/29,2024/09/30,Reported,,
854,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Supply and Delivery of 15x loads/trucks (30MT) of Fuel Oil to Kusile Power Management,F F S Refiners (Pty) Ltd,"R6 862 050,00",Urgent procurement,2024/07/26,2024/07/26,2024/07/26,Reported,2024/07/26,2024/07/26,2024/07/26,Reported,,
855,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,"Manufacture, supply, deliver and installation of H700 Raw Coal Chutes at Tutuka Power Station",Mbali Industrial Solutions (Pty) Ltd,"R90 525 389,04",Urgent procurement,2024/07/08,2024/07/29,2025/07/27,Reported,2024/07/08,2024/07/29,2025/07/27,Reported,,
856,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Supply and delivery of Turbine Centre line components at Camden Power Station,Siemens Energy (Pty) Ltd,"R34 523 591,74",Sole Source,2024/07/19,2024/07/26,2025/07/26,Reported,2024/07/19,2024/07/26,2025/07/26,Reported,,
857,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,To manufacture and supply unit 6 turbine bearings 1- 4,G B Bearings,"R939 171,65",Urgent Procurement,2024/07/02,2024/07/26,2024/08/31,Reported,2024/07/02,2024/07/26,2024/08/31,Reported,,
858,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Oil Purification U5,Brimis Engineering,"R7 218 680,24",Urgent Procurement,2024/07/22,2024/08/01,2024/10/01,Reported,2024/07/22,2024/08/01,2024/10/01,Reported,,
859,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Repair and install GMM portable pumps,Ernafor,"R17 061 213,24",Urgent procurement,2024/07/30,2024/07/30,2024/10/31,Reported,2024/07/30,2024/07/30,2024/10/31,Reported,,
860,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,"Ingula Unit 2 is currently on forced outage due to a failure that occurred on the Generator Circuit
Breaker.",High Voltage Equipment a Div of Actom,"R856 562,85",Urgent procurement,2024/07/29,2024/07/29,2024/08/30,Reported,2024/07/29,2024/07/29,2024/08/30,Reported,,
861,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Supply and delivery of Grade 3 fuel oil,F F S Refiners (Pty) Ltd,"R16 047 675,00",Urgent procurement,2024/07/22,2024/07/24,2024/08/08,Reported,2024/07/22,2024/07/24,2024/08/08,Reported,,
862,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,Reverse Engineer and Install Coupling,Esethu Engineering,"R1 359 300,00",Urgent procurement,2024/07/31,2024/08/12,2024/08/12,Reported,2024/07/31,2024/08/12,2024/08/12,Reported,,
863,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,"Supply and delivery of Qty 1 Munters Mx2 55 desiccant dehumidifier with process fan (new boosted) unit
for unit 6 boiler preservation",SMAC Enterprises CC,"R768 182,75",Urgent procurement,2024/07/26,2024/07/31,2024/08/30,Reported,2024/07/26,2024/07/31,2024/08/30,Reported,,
864,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,"Supply, delivery and installation of Qty 1 DT 5800 dehumidifier with RH sensor and 20 meter flexible
ducting with accessories for unit 6 boiler preservation",C F W Fans,"R679 531,55",Urgent procurement,2024/07/26,2024/07/30,2024/08/30,Reported,2024/07/26,2024/07/30,2024/08/30,Reported,,
865,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,"Repairs of Mills gearboxes including supply of the replacement parts and new gearboxes on an as
and when required basis for a Period of 60 Months at Duvha Power Station",David Brown Santasalo South Africa (Pty),"R182 393 598,36",Sole Source,2024/07/01,2024/07/15,2029/07/14,Reported,2024/07/01,2024/07/15,2029/07/14,Reported,,
866,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,"Replacement of an old DHP Nuclear Radiometric Probes that are obsolescent and causing load
losses (PLL)",Endress and Hauser (Bellville),"R27 593 391,46",Urgent Procurement,2024/07/31,2024/08/01,2025/07/31,Reported,2024/07/31,2024/08/01,2025/07/31,Reported,,
867,Q2 2024/25,2024/08/19,Eskom Holdings SOC Ltd,"Replacement of an old DHP Nuclear Radiometric Probes that are obsolescent and causing load
losses (PLL)",Lobi Multi Holdings,"R17 315 153,48",Urgent Procurement,2024/08/01,2024/08/01,2025/07/31,Reported,2024/08/01,2024/08/01,2025/07/31,Reported,,
