year,quarter,dev_exp,department,supplier,value,original_value,file_name
2024,q2,deviation,South African Revenue Service (SARS),Vukile Property Limited,1012850315,"R10 128 503,15",2024-2025_q2_deviation.csv
2024,q2,deviation,"Independent Regulatory Board for Auditors
(IRBA)",The Media List CC,995000,"R9 950,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"National Economic Development and Labour
Council (NEDLAC)",Adapt IT,10509512,"R105 095,12",2024-2025_q2_deviation.csv
2024,q2,deviation,"National School of Government (NSG)National
Department",The common Purpose South Africa,19431700,"R194 317,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Independent Regulatory Board for Auditors
(IRBA)",Enterprises Univerisity of Pretoria,8073000,"R80 730,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Commission for Conciliation, Mediation and
Arbitration (CCMA)",Realty 1 Rentals TZN,89292852,"R892 928,52",2024-2025_q2_deviation.csv
2024,q2,deviation,"Commission for Conciliation, Mediation and
Arbitration (CCMA)",Simmark Investments,645038750,"R6 450 387,50",2024-2025_q2_deviation.csv
2024,q2,deviation,"Commission for Conciliation, Mediation and
Arbitration (CCMA)",OLSPS (Pty) Ltd,39446380,"R394 463,80",2024-2025_q2_deviation.csv
2024,q2,deviation,South African Revenue Service (SARS),Economic Modeling Academ,47500000,"R475 000,00",2024-2025_q2_deviation.csv
2024,q2,deviation,South African Revenue Service (SARS),South African Post Office (SAPO),2509654,"R25 096,54",2024-2025_q2_deviation.csv
2024,q2,deviation,Development Bank of Southern Africa (DBSA),Ngozane Security Services,37600000,"R376 000,00",2024-2025_q2_deviation.csv
2024,q2,deviation,Development Bank of Southern Africa (DBSA),Mmusi Project Management,10965000,"R109 650,00",2024-2025_q2_deviation.csv
2024,q2,deviation,South African Revenue Service (SARS),Corkwood Square (Pty) Ltd,1070359051,"R10 703 590,51",2024-2025_q2_deviation.csv
2024,q2,deviation,Industrial Development Corporation (IDC),Traxtion Sheltam (Pty) Ltd,576174380,"R5 761 743,80",2024-2025_q2_deviation.csv
2024,q2,deviation,Sasria SOC Ltd,Clyde & Co,100000000,"R1 000 000,00",2024-2025_q2_deviation.csv
2024,q2,deviation,Financial Sector Conduct Authority (FSCA),"Information Systems Audit and Control Association
(ISACA)",437000,"R4 370,00",2024-2025_q2_deviation.csv
2024,q2,deviation,Border Management Authority (BMA),Brainet Consulting (Pty) Ltd,59877201,"R598 772,01",2024-2025_q2_deviation.csv
2024,q2,deviation,Statistics South Africa (Stats SA),Knotion Consulting (Pty),272386893,"R2 723 868,93",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",Motherland Omni and Renafela,61974995,"R619 749,95",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)","Ekhephini FM, Engcobo, Khululeka FM, Link FM, Oasis
FM, Radio Kingfisher, RMR, UCR, Vukani, Abusekho
Ubunzima, Abaqulusi, GNCR, Highway Radio, Hit FM,
Inanda FM, Izwi Lomazansi, Megazone, Nongoma,
North Coast, Nqubeko FM, Siyathuthuka FM,
Umgugundlovu, Uthubgulu Radio, Commuter FM,
Cosmo FM, Eastwave, Impact, Lekoa FM, Poort FM,
Pulpit, Rainbow FM, Sedibeng, TUT, Radio NFM, 7441
FM, Cape Pulpit, MFM, Namakwaland, Radio 786,
Radio Atlantis, Radio Zibonele, Whalecoast, WRFM,
BCR, Kanyamazane, Ligwa, Mpoutse, RFM, Voice of
Hope, Blouberg, Kouga FM, JouRadio, Makhado FM,
Mokopane FM, Moletsi, Mphahlele FM, Musina FM,
Tubatse FM, Univen, Waterberg Stereo, Aganang FM,
Bojanala FM, Kgatleng FM, Life FM, Mafisa FM,
Mahikeng FM, Mmabatho FM, Modiri FM, Pulse FM,
Ratlou FM, Star FM, Vaaltar FM, KSFM",57600000,"R576 000,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",Arena Holdings and Media24,7544460,"R75 444,60",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",Arena Holdings and Media24,9602040,"R96 020,40",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",Arena Holdings and Media24,5149350,"R51 493,50",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",Fundudzi Media and Media24,7479600,"R74 796,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",Fundudzi Media and Media24,9166500,"R91 665,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)","Arena Holdings, Fundudzi Media and Media24",17034745,"R170 347,45",2024-2025_q2_deviation.csv
2024,q2,deviation,National Treasury,"Information Systems Audit and Control Association (
ISACA)",437000,"R4 370,00",2024-2025_q2_deviation.csv
2024,q2,deviation,Cast Products South Africa,Cellusave (Pty) Ltd,8101980,"R81 019,80",2024-2025_q2_deviation.csv
2024,q2,deviation,Cast Products South Africa,M & M Enterprises Limited,000,"R0,00",2024-2025_q2_deviation.csv
2024,q2,deviation,Cast Products South Africa,Expects Engineering PVT Ltd,000,"R0,00",2024-2025_q2_deviation.csv
2024,q2,deviation,Financial Intelligence Centre (FIC),Casewise South Africa (PTY) Ltd,177159323,"R1 771 593,23",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Pensions Administration Agency
(GPAA)",SABC,1423141191,"R14 231 411,91",2024-2025_q2_deviation.csv
2024,q2,deviation,"Independent Police Investigative Directorate
(IPID)","Anti Fraud Risk Investigations and Compaliance
Arcademy (Pty) LTD",18377000,"R183 770,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",Arena Holdings and Media24,5715500,"R57 155,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",Arena Holdings,8602000,"R86 020,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",Media 24 and Fundudzi Media,4533300,"R45 333,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)","Arena Holdings, Media24 and Fundudzi Media",7535900,"R75 359,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",Arena Holdings,3555225,"R35 552,25",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)","Brand Edge Media Advertising Services (BEMAS),
Fundudzi Media and Media 24",56938915,"R569 389,15",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",Arena Holdings,6858600,"R68 586,00",2024-2025_q2_deviation.csv
2024,q2,deviation,Department of Employment and Labour (DEL),The Institute of Internal Auditors South Africa,6701223,"R67 012,23",2024-2025_q2_deviation.csv
2024,q2,deviation,Department of Employment and Labour (DEL),The Daily Voice,4013960,"R40 139,60",2024-2025_q2_deviation.csv
2024,q2,deviation,Department of Employment and Labour (DEL),Roadlab Labotories,1206147,"R12 061,47",2024-2025_q2_deviation.csv
2024,q2,deviation,Department of Employment and Labour (DEL),Die Son,1610000,"R16 100,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Independent Regulatory Board for Auditors
(IRBA)",Arena Holdings (Pty) Ltd,4428000,"R44 280,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Independent Regulatory Board for Auditors
(IRBA)",Association of Certified Fraud Examiners SA Chapter,1230000,"R12 300,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Independent Regulatory Board for Auditors
(IRBA)",South African Institute of Chartered Accountants,12975000,"R129 750,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Independent Police Investigative Directorate
(IPID)",The National School of Government,11122800,"R111 228,00",2024-2025_q2_deviation.csv
2024,q2,deviation,National Treasury,Servest,1005244,"R10 052,44",2024-2025_q2_deviation.csv
2024,q2,deviation,National Treasury,Institute of Risk Management South Africa,2321850,"R23 218,50",2024-2025_q2_deviation.csv
2024,q2,deviation,Broadband Infraco,Adapt IT (Pty) Ltd,9079996,"R90 799,96",2024-2025_q2_deviation.csv
2024,q2,deviation,Broadband Infraco,Brainwave Projects SA,334655000,"R3 346 550,00",2024-2025_q2_deviation.csv
2024,q2,deviation,Broadband Infraco,Galix Security Solutions,681375,"R6 813,75",2024-2025_q2_deviation.csv
2024,q2,deviation,Compensation Fund,Barnowl IDI Technology Solutions (Pty) Ltd,154821900,"R1 548 219,00",2024-2025_q2_deviation.csv
2024,q2,deviation,National Treasury,"Information Systems Audit and Control Association (
ISACA)",74622337,"R746 223,37",2024-2025_q2_deviation.csv
2024,q2,deviation,"Independent Regulatory Board for Auditors
(IRBA)",CFO Enterprises South Africa (Pty) Ltd,5750000,"R57 500,00",2024-2025_q2_deviation.csv
2024,q2,deviation,Department of Employment and Labour (DEL),"Association of Certified Fraud Examiners South Africa
(ACFE)",5900000,"R59 000,00",2024-2025_q2_deviation.csv
2024,q2,deviation,Department of Employment and Labour (DEL),Ukhozi Forensic and Consulting,8295000,"R82 950,00",2024-2025_q2_deviation.csv
2024,q2,deviation,Department of Employment and Labour (DEL),Leadership Academy,4391850,"R43 918,50",2024-2025_q2_deviation.csv
2024,q2,deviation,Department of Employment and Labour (DEL),Institute of Internal Auditors South Africa,4701200,"R47 012,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",Arena Holding and Media24,13604500,"R136 045,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)","SABC Radio, DSTV Media sales, E-tv And SABC TV",368934556,"R3 689 345,56",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)","Arena Hloding,Fundudzi media,Media 24",32610698,"R326 106,98",2024-2025_q2_deviation.csv
2024,q2,deviation,Development Bank of Southern Africa (DBSA),CSIR,188460850,"R1 884 608,50",2024-2025_q2_deviation.csv
2024,q2,deviation,Department of Employment and Labour (DEL),Cedza security technologies& projects,17024600,"R170 246,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Independent Regulatory Board for Auditors
(IRBA)","Gordon institute of business science (‘gibs’), a division
of the university of pretoria",1950000,"R19 500,00",2024-2025_q2_deviation.csv
2024,q2,deviation,National Treasury,Leadership Academy For Guardians of Governance,6348000,"R63 480,00",2024-2025_q2_deviation.csv
2024,q2,deviation,National Treasury,Leadership Academy For Guardians of Governance,5548290,"R55 482,90",2024-2025_q2_deviation.csv
2024,q2,deviation,Film and Publication Board (FPB),Durban Film Mart,6325000,"R63 250,00",2024-2025_q2_deviation.csv
2024,q2,deviation,Film and Publication Board (FPB),Lexis Nexis,4239944800,"R42 399 448,00",2024-2025_q2_deviation.csv
2024,q2,deviation,South African Revenue Service (SARS),Spintelligent T/A Vuka Group,1840000,"R18 400,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Independent Police Investigative Directorate
(IPID)",Mabotse catering and transport,600000,"R6 000,00",2024-2025_q2_deviation.csv
2024,q2,deviation,Border Management Authority (BMA),Mondtes Holding,112367880,"R1 123 678,80",2024-2025_q2_deviation.csv
2024,q2,deviation,Border Management Authority (BMA),Phulo Consulting JV,64664800,"R646 648,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",Qwa-Qwa Community Radio Station,3500000,"R35 000,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",Arena Holdings and BEMAS,4098600,"R40 986,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",Primedia Broadcasting,51750000,"R517 500,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",Arena Holdings and Media24,10287900,"R102 879,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)","Arena Holdings ,BEMAS,Media24 and The citizen",13917312,"R139 173,12",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",Arena Holdings and Media24,11293000,"R112 930,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)","Nkomazi Community Radio, Bushbuckridge Community
Radion, Kanyamazane Community Radio, Ligwa
Community Radio, Voice of Hope, RFM 103,2 and
Moutse Community Radio",4200000,"R42 000,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)","Khululeka FM, Alfred Nzo Radio, Ngqushwa FM,
Sajonisi Youth Radio, Kouga FM, Vukani FM, Kingfisher
FM, Ekhephini FM",24800000,"R248 000,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)","Arena Holdings, Media 24 and Fundudzi Media",13480875,"R134 808,75",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",Kwanza Communication,3280720,"R32 807,20",2024-2025_q2_deviation.csv
2024,q2,deviation,Department of Employment and Labour (DEL),Colibri Towelling,252000000,"R2 520 000,00",2024-2025_q2_deviation.csv
2024,q2,deviation,Department of Employment and Labour (DEL),Da Gama Textiles,6174000,"R61 740,00",2024-2025_q2_deviation.csv
2024,q2,deviation,National Treasury,Servest,1630280,"R16 302,80",2024-2025_q2_deviation.csv
2024,q2,deviation,"Independent Regulatory Board for Auditors
(IRBA)",SAICA,9436000,"R94 360,00",2024-2025_q2_deviation.csv
2024,q2,deviation,National Treasury,Internal Auditors South Africa (IIASA),34010100,"R340 101,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Independent Regulatory Board for Auditors
(IRBA)",Compliance Institute of Southern Africa,531300,"R5 313,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Independent Regulatory Board for Auditors
(IRBA)",The Ethics Institute NPC,3341300,"R33 413,00",2024-2025_q2_deviation.csv
2024,q2,deviation,Development Bank of Southern Africa (DBSA),Suday Times Newspaper,27223720,"R272 237,20",2024-2025_q2_deviation.csv
2024,q2,deviation,"Commission for Conciliation, Mediation and
Arbitration (CCMA)",Vestspruit Suites (Pty) Ltd,66451968,"R664 519,68",2024-2025_q2_deviation.csv
2024,q2,deviation,"Commission for Conciliation, Mediation and
Arbitration (CCMA)",Early Worx 282 (Pty) Ltd,2935688,"R29,356.88",2024-2025_q2_deviation.csv
2024,q2,deviation,Financial Sector Conduct Authority (FSCA),Connectu Solutions and TMT Business Solutions JV,322893707,"R3 228 937,07",2024-2025_q2_deviation.csv
2024,q2,deviation,Department of Employment and Labour (DEL),Compliance Institute of Southern Africa,4000000,"R40 000,00",2024-2025_q2_deviation.csv
2024,q2,deviation,Department of Employment and Labour (DEL),The Institute of Internal Auditors South Africa,4485000,"R44 850,00",2024-2025_q2_deviation.csv
2024,q2,deviation,Department of Employment and Labour (DEL),Leadership Academy,4308360,"R43 083,60",2024-2025_q2_deviation.csv
2024,q2,deviation,Department of Employment and Labour (DEL),Leadership Academy,1097560,"R10 975,60",2024-2025_q2_deviation.csv
2024,q2,deviation,Department of Employment and Labour (DEL),The Institute of Risk Management South Africa,8452083,"R84 520,83",2024-2025_q2_deviation.csv
2024,q2,deviation,Department of Employment and Labour (DEL),Leadership Academy,2927900,"R29 279,00",2024-2025_q2_deviation.csv
2024,q2,deviation,Broadband Infraco,Eskom SOC LTD,828000000,"R8 280 000,00",2024-2025_q2_deviation.csv
2024,q2,deviation,South African Revenue Service (SARS),Netcompany - Intrasoft South Africa (Pty) Ltd,482080500,"R4 820 805,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",OLSPS Analytics,43466528,"R434 665,28",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",Moreti Enterprise(pty)LTD,2380000,"R23 800,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",Arena and BEMAS,5089181,"R50 891,81",2024-2025_q2_deviation.csv
2024,q2,deviation,Department of Home Affairs (DHA),Fairbridgess Wertheim Becker Attorneys,000,"R0,00",2024-2025_q2_deviation.csv
2024,q2,deviation,Sasria SOC Ltd,Gartner South Africa (Pty) Ltd,748730000,"R7 487 300,00",2024-2025_q2_deviation.csv
2024,q2,deviation,National Treasury,Association of Certified Fraud Examiners,12040000,"R120 400,00",2024-2025_q2_deviation.csv
2024,q2,deviation,State Information Technology Agency (SITA),Software AG South Africa,1421400000,"R14 214 000,00",2024-2025_q2_deviation.csv
2024,q2,deviation,National Treasury,Leadership Academy for Guardians of Governance,4091700,"R40 917,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Independent Police Investigative Directorate
(IPID)",The National School of Government,492700,"R4 927,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Independent Police Investigative Directorate
(IPID)",The National School of Government,22091000,"R220 910,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Independent Police Investigative Directorate
(IPID)",The National School of Government,16880400,"R168 804,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Independent Police Investigative Directorate
(IPID)",The National School of Government,2175600,"R21 756,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Independent Police Investigative Directorate
(IPID)",The National School of Government,14379600,"R143 796,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",Arena Holdings,3555225,"R35 552,25",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)","Alfed Nzo, Ekhephini FM, Kouga FM, Isajonisi Young
FM, Kumkani FM, Link FM, Nkqubela Community
Radio, Oasis FM, Radio Kingfisher, Vukani Community
Radio, AbusekhoUbunzima, Abaqulisi, Good News
Community Radio, Harry Gwala, Highway Radio, Hit
FM, Inanda FM, Izwi Lomzansi, Nqubeko FM, Nongoma
FM, Radio Khwezi, Siyathuthuka FM, Ugu Youth Radio,
Umgungundlovu FM, Uthungulu Youth Radio, Capital
Live, Commuter FM, Eastwave, EK FM, Poort FM,
Lekoa FM, Impact Radio, Pheli FM, Radio Pulpit,
Rainbow FM, TUT, Umphakathi FM, Westbury,
Kaboesna, Radio NFM, 7441 FM, Heartbeat, MFM,
Eden, Namakaland, Radio 786, Radio Atlantis,
Whalecost, Kanyamazane, Mash FM, Moutse, RFM,
Voice OF Hope, Blouberg, JouRadio, Mohodi FM,
Mokopane FM, Mokhado FM, Mphahlele FM, Tubatse
Community Radio, Waterberg Stereo, Bojanala FM,
Bokone Bophirima FM, Life FM, Mafisa FM, Aganang,
Mmabatho FM, Modiri FM, Madibogo FM, Pulse FM,
Madibeng FM, Metsimaholo and Qwaqwa",59200000,"R592 000,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",Rena Fela and Motherland Omni,87000000,"R870 000,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",SABC and Mediamark,219712450,"R2 197 124,50",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",SABC,198602700,"R1 986 027,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)","Isajonisi Youth Radio, Kouga FM, Oasis FM, Radio
Kingfish, Vukani Community Radio, Abusekho
Ubunzima, Abaqulusi Community Radio, Good News
Community Radio, Harry Gwala, Hit FM, Izwi lomzansi,
Megazone, North Coast Radio, Nqubeko Radio,
Uthungulu Youth Radio, Capital Live, Commuter FM,
Cosmo FM, Eastwave, EK FM, Impact Radio, Lekoa
FM, Pheli FM, Radio Pulpit, Rainbow FM, Sedibeng,
TUT, VUT, Westbury, Radio NFM, Rivival, Ulwazi,
7441 FM, Overberg, Eden FM, Heartbet FM, MFM,
Namakwaland, Radio 786, Radio Atlantis, Whalecoast,
WRFM, BCR, Bushbuckridge, Kanyamazane, Mash
FM, Moutse, RFM, Voice Of Hope, Botlokwa FM,
Mokopane FM, Makhado FM, Moletse FM, Tubatse,
Waterberg Stereo, Bojanala FM, Life FM, Mafisa FM,
Aganang, Mmabatho FM, Modiri FM, Pulse FM, Ratlou
FM, KSFM, Metsimaholo and Vuka FM.",52800000,"R528 000,00",2024-2025_q2_deviation.csv
2024,q2,deviation,Office of the Pension Funds Adjudicator (OPFA),Riverwalk Office Park,3949880898,"R39 498 808,98",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",Arena Holdings,114279525,"R1 142 795,25",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",SABC,16884410,"R168 844,10",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)","Heart FM, Gagasi FM, You FM, MSG Group Sales,
Mophuting (Rise FM) and United Stations",72376680,"R723 766,80",2024-2025_q2_deviation.csv
2024,q2,deviation,South African Revenue Service (SARS),South African Police Service (SAPS),68004500,"R680 045,00",2024-2025_q2_deviation.csv
2024,q2,deviation,FOSKOR,Sun International FZE,6498000000,"R64 980 000,00",2024-2025_q2_deviation.csv
2024,q2,deviation,FOSKOR,Vrious suppliers,354000000,"R3 540 000,00",2024-2025_q2_deviation.csv
2024,q2,deviation,South African Revenue Service (SARS),Century City Conference Centre,220798000,"R2 207 980,00",2024-2025_q2_deviation.csv
2024,q2,deviation,Department of Employment and Labour (DEL),Quantec Enterprise (Pty) Ltd,28515415,"R285 154,15",2024-2025_q2_deviation.csv
2024,q2,deviation,Department of Employment and Labour (DEL),Rain Chartered Accountants,66924000,"R669 240,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)","Arena Holdings, Fundudzi Media and Media 24",12462300,"R124 623,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",Qwa Qwa FM,5000000,"R50 000,00",2024-2025_q2_deviation.csv
2024,q2,deviation,National Treasury,Juta,1638975,"R16 389,75",2024-2025_q2_deviation.csv
2024,q2,deviation,National Treasury,"Institute of Municipal Engineering of South African
(IMESA)",490000,"R4 900,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Pensions Administration Agency
(GPAA)",Merafong ICT (Pty) Ltd,295000000,"R2 950 000,00",2024-2025_q2_deviation.csv
2024,q2,deviation,Postbank SOC Limited,ScaryByte,4823325040,"R48 233 250,40",2024-2025_q2_deviation.csv
2024,q2,deviation,Postbank SOC Limited,Electronic Fund Technology Corporation,3558744000,"R35 587 440,00",2024-2025_q2_deviation.csv
2024,q2,deviation,Postbank SOC Limited,Fidelity Security Services t/a Fidelity Services Group,1892687718,"R18 926 877,18",2024-2025_q2_deviation.csv
2024,q2,deviation,Postbank SOC Limited,BCX,350895112,"R3 508 951,12",2024-2025_q2_deviation.csv
2024,q2,deviation,Postbank SOC Limited,Electronic Connnect,548769200,"R5 487 692,00",2024-2025_q2_deviation.csv
2024,q2,deviation,Postbank SOC Limited,Amazon Web Services South Africa,406191800,"R4 061 918,00",2024-2025_q2_deviation.csv
2024,q2,deviation,Postbank SOC Limited,Vodacom,252097164,"R2 520 971,64",2024-2025_q2_deviation.csv
2024,q2,deviation,Financial and Fiscal Commission (FFC),Adapt IT,24867307,"R248 673,07",2024-2025_q2_deviation.csv
2024,q2,deviation,South African Revenue Service (SARS),Picourseware (Pty) LTD t/a andChange,53463960,"R534 639,60",2024-2025_q2_deviation.csv
2024,q2,deviation,Industrial Development Corporation (IDC),Surtech A\Solutioon RSA (Pty) Ltd,55833880,"R558 338,80",2024-2025_q2_deviation.csv
2024,q2,deviation,Statistics South Africa (Stats SA),"Ian Macediree, Lise Ravais, Hussian Choudry",592044300,"R5 920 443,00",2024-2025_q2_deviation.csv
2024,q2,deviation,National Treasury,Robert Edwin Conferences,1264885,"R12 648,85",2024-2025_q2_deviation.csv
2024,q2,deviation,Development Bank of Southern Africa (DBSA),Green Economy Media,2638100,"R26 381,00",2024-2025_q2_deviation.csv
2024,q2,deviation,National Treasury,Leadership Academy for Guardians of Governance,17595000,"R175 950,00",2024-2025_q2_deviation.csv
2024,q2,deviation,South African Revenue Service (SARS),Government Technical Advisory Centre (GTAC),9858100,"R98 581,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)","Alfred Nzo,Ekhephini Fm,Ikhala FM,Isajonisi Youth
Radio,Kouga FM,Link FM,OASIS fm,Radio
Kingfisher,Abaqulusi Community Radio,Harry
Gwala,HIT FM,Inanda FM,North coast Radio,Nongoma
FM,Siyathuthuka FM, UGU Youth FM,Capital
Live,Commuter FM,Cosmo FM,Eastwave,Eldos
FM,Impact Radio,Lekoa FM,Pheli FM,Poort
FM,Rainbow FM,Sedibeng,TUT,Umphakathi
FM,Westbury,Westside,Radio
NFM,Riverside,Kaboesna,Revival,7441
FM,MFM,Radio Atlantis,Radio KC,Radio
Zibonele,Westcoast,Eden,Overberg,WRFM,Namakwal
and,Whalecoast,BCR,Bushbuckridge,Kanyamazane,Li
gwa,Mash
FM,Moutse,Nkomazi,RFM,Blouberg,Botlokwa
FM,Mohodi FM,Makhado FM,Musina FM,Mphahlele
FM,Tubetse FM,New Voice Media Group/Vhembe
FM,Radio Bushveld/Waterberg stereo,Bokone
Bophirima FM,Mahikeng FM,Mmabatho FM,Modiri
FM,Pulse FM and Star FM.",55200000,"R552 000,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)","Arena Holdings, Brand Edge Media Advertising
Services, Fundudzi Media and Media 24",58864800,"R588 648,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",Arena Holdings and Media24,24488100,"R244 881,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",Arena Holdings and Media24,15509130,"R155 091,30",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",Arena Holdings,4029255,"R40 292,55",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",Awee en Ree Events,360000,"R3 600,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Government Communication and Information
System (GCIS)",Dasimon (Pty)Ltd,630000,"R6 300,00",2024-2025_q2_deviation.csv
2024,q2,deviation,National Treasury,Ismail Momoniat,142872400,"R1 428 724,00",2024-2025_q2_deviation.csv
2024,q2,deviation,"Independent Regulatory Board for Auditors
(IRBA)",Wits Commercial Enterprise (Pty) Ltd,1210000,"R12 100,00",2024-2025_q2_deviation.csv
2024,q2,deviation,Department of Home Affairs (DHA),Black Torres Security Services,334533383,"R3 345 333,83",2024-2025_q2_deviation.csv
2024,q2,deviation,Department of Home Affairs (DHA),Black Torres Security Services,251440352,"R2 514 403,52",2024-2025_q2_deviation.csv
2024,q2,deviation,National Treasury,CFO Enterprises South Africa,7000000,"R70 000,00",2024-2025_q2_deviation.csv
2024,q2,deviation,Sasria SOC Ltd,"Duja, Bliz Forensic and UBAC",39965200,"R399 652,00",2024-2025_q2_deviation.csv
2024,q2,deviation,Border Management Authority (BMA),Government Printing Works,141076250,"R1 410 762,50",2024-2025_q2_deviation.csv
2024,q2,deviation,South African Revenue Service (SARS),Parliamentary Monitoring Grou,5404000,"R54 040,00",2024-2025_q2_deviation.csv
2024,q2,deviation,National Treasury,"Information Systems Audit and Control Association
(ISACA)",4725000,"R47 250,00",2024-2025_q2_deviation.csv
2024,q2,deviation,Public Service Commission (PSC),Khomanani X-ray Systems,233795000,"R2 337 950,00",2024-2025_q2_deviation.csv
2024,q2,deviation,Development Bank of Southern Africa (DBSA),Service First GP (Pty) Ltd,403823380,"R4 038 233,80",2024-2025_q2_deviation.csv
2024,q2,deviation,National Treasury,Barone Budge and Dominick (Pty) Ltd,132998400,"R1 329 984,00",2024-2025_q2_deviation.csv
2024,q2,deviation,State Information Technology Agency (SITA),In2IT (Pty) Ltd,4950383836,"R49 503 838,36",2024-2025_q2_deviation.csv
